"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_001MA","S1602_C01_001EA","S1602_C01_002E","S1602_C01_002EA","S1602_C01_002M","S1602_C01_002MA","S1602_C01_003E","S1602_C01_003EA","S1602_C01_003M","S1602_C01_003MA","S1602_C01_004E","S1602_C01_004EA","S1602_C01_004M","S1602_C01_004MA","S1602_C01_005E","S1602_C01_005EA","S1602_C01_005M","S1602_C01_005MA","S1602_C02_001E","S1602_C02_001M","S1602_C02_001MA","S1602_C02_001EA","S1602_C02_002E","S1602_C02_002EA","S1602_C02_002M","S1602_C02_002MA","S1602_C02_003E","S1602_C02_003EA","S1602_C02_003M","S1602_C02_003MA","S1602_C02_004E","S1602_C02_004EA","S1602_C02_004M","S1602_C02_004MA","S1602_C02_005E","S1602_C02_005EA","S1602_C02_005M","S1602_C02_005MA","S1602_C03_001E","S1602_C03_001EA","S1602_C03_001M","S1602_C03_001MA","S1602_C03_002E","S1602_C03_002EA","S1602_C03_002M","S1602_C03_002MA","S1602_C03_003E","S1602_C03_003EA","S1602_C03_003M","S1602_C03_003MA","S1602_C03_004E","S1602_C03_004EA","S1602_C03_004M","S1602_C03_004MA","S1602_C03_005E","S1602_C03_005M","S1602_C03_005MA","S1602_C03_005EA","S1602_C04_001E","S1602_C04_001M","S1602_C04_001MA","S1602_C04_001EA","S1602_C04_002E","S1602_C04_002EA","S1602_C04_002M","S1602_C04_002MA","S1602_C04_003E","S1602_C04_003M","S1602_C04_003MA","S1602_C04_003EA","S1602_C04_004E","S1602_C04_004M","S1602_C04_004MA","S1602_C04_004EA","S1602_C04_005E","S1602_C04_005M","S1602_C04_005MA","S1602_C04_005EA",
"1400000US06001403302","Census Tract 4033.02, Alameda County, California","1414","175","null","null","55","null","68","null","74","null","78","null","166","null","92","null","0","null","13","null","(X)","(X)","(X)","(X)","3.9","null","4.7","null","5.2","null","5.5","null","11.7","null","6.3","null","0.0","null","2.8","null","49","null","38","null","0","null","13","null","18","null","30","null","31","null","24","null","0","13","null","null","3.5","2.8","null","null","0.0","null","44.4","null","24.3","39.2","null","null","18.7","20.5","null","null","-","**","**","-",
"1400000US06001403401","Census Tract 4034.01, Alameda County, California","2062","253","null","null","74","null","65","null","225","null","109","null","354","null","202","null","79","null","99","null","(X)","(X)","(X)","(X)","3.6","null","3.2","null","10.9","null","5.5","null","17.2","null","8.7","null","3.8","null","4.8","null","340","null","236","null","0","null","13","null","0","null","13","null","261","null","200","null","79","99","null","null","16.5","10.6","null","null","0.0","null","38.2","null","0.0","16.2","null","null","73.7","22.9","null","null","100.0","36.9","null","null",
"1400000US06001403402","Census Tract 4034.02, Alameda County, California","791","122","null","null","61","null","79","null","0","null","13","null","98","null","57","null","19","null","30","null","(X)","(X)","(X)","(X)","7.7","null","9.5","null","0.0","null","4.9","null","12.4","null","7.4","null","2.4","null","3.9","null","34","null","51","null","0","null","13","null","0","null","13","null","34","null","51","null","0","13","null","null","4.3","6.6","null","null","0.0","null","42.1","null","-","**","**","-","34.7","43.8","null","null","0.0","75.5","null","null",
"1400000US06001403501","Census Tract 4035.01, Alameda County, California","2592","322","null","null","186","null","113","null","181","null","107","null","489","null","214","null","203","null","126","null","(X)","(X)","(X)","(X)","7.2","null","4.3","null","7.0","null","4.2","null","18.9","null","7.2","null","7.8","null","4.7","null","412","null","169","null","64","null","77","null","0","null","13","null","286","null","139","null","62","68","null","null","15.9","6.3","null","null","34.4","null","31.6","null","0.0","19.7","null","null","58.5","26.6","null","null","30.5","29.5","null","null",
"1400000US06001403502","Census Tract 4035.02, Alameda County, California","1176","142","null","null","121","null","81","null","93","null","71","null","87","null","47","null","32","null","26","null","(X)","(X)","(X)","(X)","10.3","null","6.4","null","7.9","null","6.3","null","7.4","null","3.8","null","2.7","null","2.3","null","34","null","28","null","6","null","10","null","0","null","13","null","28","null","27","null","0","13","null","null","2.9","2.4","null","null","5.0","null","8.7","null","0.0","33.4","null","null","32.2","27.5","null","null","0.0","58.2","null","null",
"1400000US06001403600","Census Tract 4036, Alameda County, California","2863","367","null","null","285","null","158","null","191","null","93","null","136","null","84","null","170","null","75","null","(X)","(X)","(X)","(X)","10.0","null","5.5","null","6.7","null","3.3","null","4.8","null","3.0","null","5.9","null","2.5","null","56","null","46","null","0","null","19","null","14","null","22","null","19","null","22","null","23","35","null","null","2.0","1.5","null","null","0.0","null","13.1","null","7.3","12.1","null","null","14.0","18.4","null","null","13.5","18.5","null","null",
"1400000US06001403701","Census Tract 4037.01, Alameda County, California","1825","210","null","null","123","null","70","null","93","null","67","null","163","null","131","null","87","null","68","null","(X)","(X)","(X)","(X)","6.7","null","3.9","null","5.1","null","3.5","null","8.9","null","6.8","null","4.8","null","3.7","null","11","null","17","null","11","null","17","null","0","null","13","null","0","null","13","null","0","13","null","null","0.6","1.0","null","null","8.9","null","16.0","null","0.0","33.4","null","null","0.0","21.5","null","null","0.0","34.9","null","null",
"1400000US06001403702","Census Tract 4037.02, Alameda County, California","1123","134","null","null","52","null","33","null","84","null","57","null","104","null","74","null","10","null","16","null","(X)","(X)","(X)","(X)","4.6","null","2.8","null","7.5","null","4.9","null","9.3","null","6.5","null","0.9","null","1.5","null","24","null","25","null","0","null","13","null","9","null","14","null","15","null","17","null","0","13","null","null","2.1","2.2","null","null","0.0","null","45.6","null","10.7","15.9","null","null","14.4","17.4","null","null","0.0","100.0","null","null",
"1400000US06001403800","Census Tract 4038, Alameda County, California","1866","186","null","null","155","null","74","null","132","null","69","null","67","null","44","null","22","null","23","null","(X)","(X)","(X)","(X)","8.3","null","3.8","null","7.1","null","3.7","null","3.6","null","2.3","null","1.2","null","1.2","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0.0","2.1","null","null","0.0","null","22.5","null","0.0","25.7","null","null","0.0","40.2","null","null","0.0","70.1","null","null",
"1400000US06001403900","Census Tract 4039, Alameda County, California","2159","344","null","null","42","null","50","null","93","null","97","null","257","null","173","null","68","null","42","null","(X)","(X)","(X)","(X)","1.9","null","2.3","null","4.3","null","4.5","null","11.9","null","7.7","null","3.1","null","2.0","null","33","null","44","null","0","null","13","null","0","null","13","null","33","null","44","null","0","13","null","null","1.5","2.0","null","null","0.0","null","50.8","null","0.0","33.4","null","null","12.8","16.3","null","null","0.0","39.9","null","null",
"1400000US06001404000","Census Tract 4040, Alameda County, California","1756","178","null","null","126","null","54","null","130","null","80","null","186","null","86","null","28","null","36","null","(X)","(X)","(X)","(X)","7.2","null","3.2","null","7.4","null","4.3","null","10.6","null","4.6","null","1.6","null","2.1","null","32","null","29","null","10","null","15","null","0","null","13","null","22","null","25","null","0","13","null","null","1.8","1.6","null","null","7.9","null","12.3","null","0.0","26.0","null","null","11.8","15.6","null","null","0.0","62.2","null","null",
"1400000US06001404101","Census Tract 4041.01, Alameda County, California","1712","135","null","null","52","null","40","null","47","null","41","null","47","null","30","null","10","null","15","null","(X)","(X)","(X)","(X)","3.0","null","2.3","null","2.7","null","2.4","null","2.7","null","1.8","null","0.6","null","0.9","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0.0","2.3","null","null","0.0","null","45.6","null","0.0","48.0","null","null","0.0","48.0","null","null","0.0","100.0","null","null",
"1400000US06001404102","Census Tract 4041.02, Alameda County, California","1612","143","null","null","116","null","69","null","96","null","45","null","92","null","58","null","20","null","24","null","(X)","(X)","(X)","(X)","7.2","null","4.2","null","6.0","null","2.8","null","5.7","null","3.6","null","1.2","null","1.5","null","90","null","68","null","37","null","46","null","16","null","18","null","37","null","47","null","0","13","null","null","5.6","4.3","null","null","31.9","null","31.2","null","16.7","17.0","null","null","40.2","36.9","null","null","0.0","73.6","null","null",
"1400000US06001404200","Census Tract 4042, Alameda County, California","1437","134","null","null","85","null","63","null","126","null","107","null","95","null","41","null","0","null","13","null","(X)","(X)","(X)","(X)","5.9","null","4.4","null","8.8","null","7.1","null","6.6","null","2.9","null","0.0","null","2.7","null","25","null","27","null","0","null","13","null","0","null","13","null","25","null","27","null","0","13","null","null","1.7","1.9","null","null","0.0","null","35.4","null","0.0","26.7","null","null","26.3","25.5","null","null","-","**","**","-",
"1400000US06001404300","Census Tract 4043, Alameda County, California","1408","170","null","null","155","null","71","null","97","null","51","null","99","null","49","null","0","null","13","null","(X)","(X)","(X)","(X)","11.0","null","5.0","null","6.9","null","3.6","null","7.0","null","3.5","null","0.0","null","2.8","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0.0","2.8","null","null","0.0","null","22.5","null","0.0","32.4","null","null","0.0","32.0","null","null","-","**","**","-",
"1400000US06001404400","Census Tract 4044, Alameda County, California","2420","201","null","null","102","null","77","null","188","null","94","null","325","null","122","null","19","null","30","null","(X)","(X)","(X)","(X)","4.2","null","3.2","null","7.8","null","3.8","null","13.4","null","5.1","null","0.8","null","1.3","null","23","null","36","null","23","null","36","null","0","null","19","null","0","null","19","null","0","19","null","null","1.0","1.5","null","null","22.5","null","36.1","null","0.0","19.0","null","null","0.0","11.6","null","null","0.0","75.5","null","null",
"1400000US06001404501","Census Tract 4045.01, Alameda County, California","678","74","null","null","31","null","21","null","72","null","36","null","28","null","24","null","10","null","11","null","(X)","(X)","(X)","(X)","4.6","null","3.1","null","10.6","null","5.1","null","4.1","null","3.5","null","1.5","null","1.6","null","19","null","16","null","8","null","12","null","5","null","7","null","6","null","8","null","0","13","null","null","2.8","2.3","null","null","25.8","null","36.6","null","6.9","10.3","null","null","21.4","30.4","null","null","0.0","100.0","null","null",
"1400000US06001404502","Census Tract 4045.02, Alameda County, California","2537","222","null","null","108","null","58","null","175","null","95","null","203","null","111","null","12","null","20","null","(X)","(X)","(X)","(X)","4.3","null","2.3","null","6.9","null","3.8","null","8.0","null","4.2","null","0.5","null","0.8","null","120","null","98","null","11","null","21","null","0","null","19","null","109","null","94","null","0","19","null","null","4.7","3.7","null","null","10.2","null","18.5","null","0.0","20.3","null","null","53.7","28.1","null","null","0.0","95.0","null","null",
"1400000US06001404600","Census Tract 4046, Alameda County, California","1919","153","null","null","90","null","59","null","113","null","49","null","163","null","71","null","63","null","69","null","(X)","(X)","(X)","(X)","4.7","null","3.1","null","5.9","null","2.5","null","8.5","null","3.6","null","3.3","null","3.5","null","18","null","21","null","0","null","19","null","18","null","21","null","0","null","19","null","0","19","null","null","0.9","1.1","null","null","0.0","null","34.1","null","15.9","15.8","null","null","0.0","21.5","null","null","0.0","41.5","null","null",
"1400000US06001404700","Census Tract 4047, Alameda County, California","836","98","null","null","71","null","38","null","44","null","23","null","69","null","57","null","0","null","13","null","(X)","(X)","(X)","(X)","8.5","null","4.6","null","5.3","null","2.9","null","8.3","null","6.4","null","0.0","null","4.7","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0.0","4.7","null","null","0.0","null","39.0","null","0.0","49.6","null","null","0.0","39.6","null","null","-","**","**","-",
"1400000US06001404800","Census Tract 4048, Alameda County, California","1139","112","null","null","185","null","86","null","79","null","61","null","122","null","57","null","24","null","30","null","(X)","(X)","(X)","(X)","16.2","null","7.7","null","6.9","null","5.2","null","10.7","null","4.9","null","2.1","null","2.6","null","57","null","38","null","0","null","13","null","23","null","33","null","34","null","32","null","0","13","null","null","5.0","3.2","null","null","0.0","null","19.3","null","29.1","37.3","null","null","27.9","19.5","null","null","0.0","67.2","null","null",
"1400000US06001404900","Census Tract 4049, Alameda County, California","1966","202","null","null","286","null","153","null","59","null","40","null","244","null","62","null","9","null","15","null","(X)","(X)","(X)","(X)","14.5","null","6.9","null","3.0","null","2.1","null","12.4","null","3.2","null","0.5","null","0.8","null","72","null","44","null","0","null","13","null","0","null","13","null","72","null","44","null","0","13","null","null","3.7","2.3","null","null","0.0","null","13.0","null","0.0","42.8","null","null","29.5","17.2","null","null","0.0","100.0","null","null",
"1400000US06001405000","Census Tract 4050, Alameda County, California","1630","151","null","null","125","null","65","null","90","null","45","null","171","null","101","null","0","null","13","null","(X)","(X)","(X)","(X)","7.7","null","4.1","null","5.5","null","2.8","null","10.5","null","5.8","null","0.0","null","2.4","null","81","null","81","null","0","null","13","null","0","null","13","null","81","null","81","null","0","13","null","null","5.0","4.8","null","null","0.0","null","26.8","null","0.0","34.1","null","null","47.4","33.7","null","null","-","**","**","-",
"1400000US06001405100","Census Tract 4051, Alameda County, California","1696","151","null","null","50","null","36","null","133","null","58","null","188","null","99","null","54","null","33","null","(X)","(X)","(X)","(X)","2.9","null","2.2","null","7.8","null","3.6","null","11.1","null","5.5","null","3.2","null","1.9","null","11","null","18","null","0","null","13","null","0","null","13","null","11","null","18","null","0","13","null","null","0.6","1.0","null","null","0.0","null","46.5","null","0.0","25.5","null","null","5.9","10.4","null","null","0.0","44.8","null","null",
"1400000US06001405200","Census Tract 4052, Alameda County, California","2266","215","null","null","159","null","64","null","139","null","77","null","413","null","149","null","29","null","35","null","(X)","(X)","(X)","(X)","7.0","null","2.9","null","6.1","null","3.4","null","18.2","null","6.0","null","1.3","null","1.5","null","232","null","111","null","29","null","47","null","20","null","23","null","183","null","103","null","0","13","null","null","10.2","4.6","null","null","18.2","null","26.1","null","14.4","16.4","null","null","44.3","20.4","null","null","0.0","61.1","null","null",
"1400000US06001405301","Census Tract 4053.01, Alameda County, California","1556","151","null","null","160","null","75","null","110","null","101","null","133","null","68","null","6","null","9","null","(X)","(X)","(X)","(X)","10.3","null","4.8","null","7.1","null","6.2","null","8.5","null","4.5","null","0.4","null","0.6","null","141","null","70","null","34","null","39","null","12","null","19","null","95","null","62","null","0","13","null","null","9.1","4.5","null","null","21.3","null","19.4","null","10.9","20.7","null","null","71.4","22.6","null","null","0.0","100.0","null","null",
"1400000US06001405302","Census Tract 4053.02, Alameda County, California","1453","167","null","null","57","null","50","null","108","null","71","null","402","null","104","null","86","null","59","null","(X)","(X)","(X)","(X)","3.9","null","3.5","null","7.4","null","4.5","null","27.7","null","6.4","null","5.9","null","4.2","null","350","null","81","null","0","null","13","null","13","null","14","null","251","null","69","null","86","59","null","null","24.1","5.8","null","null","0.0","null","43.6","null","12.0","14.7","null","null","62.4","15.2","null","null","100.0","35.1","null","null",
"1400000US06001405401","Census Tract 4054.01, Alameda County, California","1617","169","null","null","242","null","111","null","61","null","41","null","460","null","94","null","38","null","38","null","(X)","(X)","(X)","(X)","15.0","null","6.4","null","3.8","null","2.5","null","28.4","null","5.9","null","2.4","null","2.4","null","331","null","105","null","68","null","49","null","25","null","28","null","219","null","84","null","19","27","null","null","20.5","6.8","null","null","28.1","null","19.8","null","41.0","32.6","null","null","47.6","16.2","null","null","50.0","50.0","null","null",
"1400000US06001405402","Census Tract 4054.02, Alameda County, California","1191","178","null","null","222","null","104","null","48","null","53","null","365","null","133","null","83","null","59","null","(X)","(X)","(X)","(X)","18.6","null","7.6","null","4.0","null","4.4","null","30.6","null","9.8","null","7.0","null","5.3","null","247","null","132","null","70","null","57","null","0","null","13","null","177","null","121","null","0","13","null","null","20.7","10.1","null","null","31.5","null","27.1","null","0.0","47.5","null","null","48.5","20.9","null","null","0.0","35.9","null","null",
"1400000US06001405500","Census Tract 4055, Alameda County, California","1561","192","null","null","206","null","85","null","47","null","40","null","325","null","92","null","34","null","36","null","(X)","(X)","(X)","(X)","13.2","null","5.5","null","3.0","null","2.6","null","20.8","null","5.6","null","2.2","null","2.3","null","159","null","77","null","28","null","42","null","0","null","13","null","109","null","52","null","22","32","null","null","10.2","4.9","null","null","13.6","null","19.3","null","0.0","48.0","null","null","33.5","13.7","null","null","64.7","58.5","null","null",
"1400000US06001405600","Census Tract 4056, Alameda County, California","1453","155","null","null","230","null","94","null","19","null","26","null","251","null","97","null","32","null","41","null","(X)","(X)","(X)","(X)","15.8","null","6.3","null","1.3","null","1.8","null","17.3","null","6.6","null","2.2","null","2.8","null","105","null","70","null","48","null","56","null","19","null","26","null","38","null","27","null","0","13","null","null","7.2","4.8","null","null","20.9","null","20.4","null","100.0","75.5","null","null","15.1","11.6","null","null","0.0","58.2","null","null",
"1400000US06001405700","Census Tract 4057, Alameda County, California","1497","303","null","null","171","null","81","null","74","null","56","null","251","null","53","null","279","null","310","null","(X)","(X)","(X)","(X)","11.4","null","5.8","null","4.9","null","4.0","null","16.8","null","5.2","null","18.6","null","17.7","null","91","null","68","null","50","null","56","null","0","null","13","null","41","null","44","null","0","13","null","null","6.1","4.8","null","null","29.2","null","26.8","null","0.0","38.2","null","null","16.3","17.1","null","null","0.0","13.3","null","null",
"1400000US06001405800","Census Tract 4058, Alameda County, California","1362","164","null","null","228","null","105","null","0","null","13","null","536","null","109","null","38","null","61","null","(X)","(X)","(X)","(X)","16.7","null","6.9","null","0.0","null","2.9","null","39.4","null","7.6","null","2.8","null","4.4","null","220","null","88","null","6","null","9","null","0","null","13","null","214","null","87","null","0","13","null","null","16.2","6.7","null","null","2.6","null","4.3","null","-","**","**","-","39.9","14.2","null","null","0.0","53.4","null","null",
